-3.449399999999999977e+01,-1.164799999999999969e+01,8.800000000000000000e+01
-3.549392196781800379e+01,-1.166049232864509655e+01,8.800000000000000000e+01
-3.596493079366731394e+01,-1.166637678486930518e+01,8.800000000000000000e+01
-3.596493079366731394e+01,-1.166637678486930518e+01,8.800000000000000000e+01
-3.694212386744355570e+01,-1.148611512909613630e+01,8.800000000000000000e+01
-3.777750124122984232e+01,-1.094802107472993846e+01,8.800000000000000000e+01
-3.806037540011300990e+01,-1.062544960360799884e+01,8.800000000000000000e+01
-3.806037540011300990e+01,-1.062544960360799884e+01,8.800000000000000000e+01
-3.865452152775766592e+01,-9.821092482047642847e+00,8.800000000000000000e+01
-3.924866765540231484e+01,-9.016735360487285078e+00,8.800000000000000000e+01
-3.984281378304697085e+01,-8.212378238926927310e+00,8.800000000000000000e+01
-4.043695991069162687e+01,-7.408021117366570429e+00,8.800000000000000000e+01
-4.103110603833627579e+01,-6.603663995806213549e+00,8.800000000000000000e+01
-4.162525216598093181e+01,-5.799306874245856669e+00,8.800000000000000000e+01
-4.221939829362558783e+01,-4.994949752685499789e+00,8.800000000000000000e+01
-4.281354442127023674e+01,-4.190592631125142908e+00,8.800000000000000000e+01
-4.340769054891489276e+01,-3.386235509564784252e+00,8.800000000000000000e+01
-4.374099999999999966e+01,-2.935000000000000497e+00,8.800000000000000000e+01
